"Location","Expt_No","Depth","Time_Range","Population","Sample_Type","Replicate","VP","VP_SE","VP_R_Squared","VP_Type"
"NJ2020","4","1","T0_T6","c_V2","VP","3",578787.98300987,368228.669823088,0.711866033304725,"LM_SR"
"NJ2020","5","1","T0_T6","c_V2","VP","1",-19634.7438614253,58685.122200158,0.10067280727775,"LM_SR"
"NJ2020","5","1","T0_T6","c_V2","VP","2",-159617.321025894,38638.5922685124,0.944645682604397,"LM_SR"
"NJ2020","5","1","T0_T6","c_V2","VP","3",-151705.373349929,55951.1200119231,0.880263068762993,"LM_SR"
"NJ2020","6","1","T0_T6","c_V2","VP","1",29637.5911364866,32199.4984100953,0.458641044298007,"LM_SR"
"NJ2020","6","1","T0_T6","c_V2","VP","2",-88761.1473354489,26455.8170053221,0.918410653601772,"LM_SR"
"NJ2020","6","1","T0_T6","c_V2","VP","3",-225667.909471104,76174.231701087,0.897714347498541,"LM_SR"
"NJ2020","7","1","T0_T6","c_V2","VP","1",32971.6134386421,8344.40148461769,0.939806652103056,"LM_SR"
"NJ2020","7","1","T0_T6","c_V2","VP","2",-5239.04018938826,15963.8331933386,0.0972311986265616,"LM_SR"
"NJ2020","7","1","T0_T6","c_V2","VP","3",-12233.5681088804,9609.74412719091,0.618411696056515,"LM_SR"
"NJ2020","1","1","T0_T9","c_V2","VP","1",-61145.8885945989,32090.5325701176,0.64479926419687,"LM_SR"
"NJ2020","1","1","T0_T9","c_V2","VP","2",-50639.5088743799,40698.3461481447,0.436333000906014,"LM_SR"
"NJ2020","1","1","T0_T9","c_V2","VP","3",-58705.6233558088,41060.1062131463,0.505462248599887,"LM_SR"
"NJ2020","2","1","T0_T9","c_V2","VP","1",-109818.049821537,92180.4163516087,0.415082678425264,"LM_SR"
"NJ2020","2","1","T0_T9","c_V2","VP","2",-223221.212146129,67617.5411517726,0.844938820393382,"LM_SR"
"NJ2020","2","1","T0_T9","c_V2","VP","3",-223416.384936941,85525.0090891028,0.773347344491541,"LM_SR"
"NJ2020","3","1","T0_T9","c_V2","VP","1",4388.00548301487,16572.8267174556,0.0338648405957711,"LM_SR"
"NJ2020","3","1","T0_T9","c_V2","VP","2",-13246.226655363,9801.54293129607,0.477315246764206,"LM_SR"
"NJ2020","3","1","T0_T9","c_V2","VP","3",-362570.841417644,203367.244415121,0.613788608768044,"LM_SR"
"NJ2020","4","1","T0_T9","c_V2","VP","1",404901.955603674,161834.967965406,0.757861087283638,"LM_SR"
"NJ2020","4","1","T0_T9","c_V2","VP","2",421799.271805346,179531.874790928,0.734037806837573,"LM_SR"
"NJ2020","4","1","T0_T9","c_V2","VP","3",458160.332664864,178798.249428013,0.766521913776055,"LM_SR"
"NJ2020","5","1","T0_T9","c_V2","VP","1",-14009.9620137036,26444.9384660717,0.123062924101934,"LM_SR"
"NJ2020","5","1","T0_T9","c_V2","VP","2",-91692.4204792262,42854.6248059261,0.695954118654351,"LM_SR"
"NJ2020","5","1","T0_T9","c_V2","VP","3",-42234.4920603711,67975.9529752142,0.161788472522057,"LM_SR"
"NJ2020","6","1","T0_T9","c_V2","VP","1",-301899.3997247,191953.866790962,0.552933499049778,"LM_SR"
"NJ2020","6","1","T0_T9","c_V2","VP","2",-55329.4335797673,22639.3877765667,0.749149315343506,"LM_SR"
"NJ2020","6","1","T0_T9","c_V2","VP","3",-131879.622771067,63973.3039824137,0.679984417581541,"LM_SR"
"NJ2020","7","1","T0_T9","c_V2","VP","1",-4751.99931155367,22097.1218382895,0.0226007740068041,"LM_SR"
"NJ2020","7","1","T0_T9","c_V2","VP","2",-16940.6798597204,9829.11920620111,0.59762760444897,"LM_SR"
"NJ2020","7","1","T0_T9","c_V2","VP","3",-18337.9952404579,5557.94746043261,0.844794762984694,"LM_SR"
"NJ2020","1","1","T0_T24","c_V2","VP","1",35118.082145559,19897.6902451573,0.437806427914997,"LM_SR"
"NJ2020","1","1","T0_T24","c_V2","VP","2",18887.8427304289,18226.4357586961,0.211650778109449,"LM_SR"
"NJ2020","1","1","T0_T24","c_V2","VP","3",14984.1149317373,18646.3149166809,0.139001245990235,"LM_SR"
"NJ2020","2","1","T0_T24","c_V2","VP","1",66857.5309718587,41868.1483123691,0.389309134154808,"LM_SR"
"NJ2020","2","1","T0_T24","c_V2","VP","2",-25455.4712626459,41444.7332018725,0.0861832214031362,"LM_SR"
"NJ2020","2","1","T0_T24","c_V2","VP","3",16832.0061702713,50592.5528685871,0.0269267608197925,"LM_SR"
"NJ2020","3","1","T0_T24","c_V2","VP","1",17782.665451482,8520.60992997816,0.521281646940365,"LM_SR"
"NJ2020","3","1","T0_T24","c_V2","VP","2",11619.8276993283,11137.2225163725,0.213920367330051,"LM_SR"
"NJ2020","3","1","T0_T24","c_V2","VP","3",-83466.5548295326,76083.4976581839,0.231285791588394,"LM_SR"
"NJ2020","4","1","T0_T24","c_V2","VP","1",149475.916686851,68315.8316821072,0.544802794852721,"LM_SR"
"NJ2020","4","1","T0_T24","c_V2","VP","2",193101.150772382,62669.1234288281,0.703578323810362,"LM_SR"
"NJ2020","4","1","T0_T24","c_V2","VP","3",155897.311066832,75366.5902995948,0.516836766994667,"LM_SR"
"NJ2020","5","1","T0_T24","c_V2","VP","1",-15078.7799656735,14613.9323014776,0.210208659159275,"LM_SR"
"NJ2020","5","1","T0_T24","c_V2","VP","2",-24605.2990272547,19728.727259259,0.279987759476683,"LM_SR"
"NJ2020","5","1","T0_T24","c_V2","VP","3",-4396.99140633,20469.3042878273,0.0114041744061961,"LM_SR"
"NJ2020","6","1","T0_T24","c_V2","VP","1",-35613.0866122199,69565.5488867151,0.0614906935888223,"LM_SR"
"NJ2020","6","1","T0_T24","c_V2","VP","2",11037.6550705462,20058.8073046033,0.0703709055358457,"LM_SR"
"NJ2020","6","1","T0_T24","c_V2","VP","3",-35542.2594381162,24347.5565506557,0.347575715522438,"LM_SR"
"NJ2020","7","1","T0_T24","c_V2","VP","1",-6523.38332595727,5627.78205809057,0.25144152310957,"LM_SR"
"NJ2020","7","1","T0_T24","c_V2","VP","2",-6568.08024304493,3204.84018059604,0.512203668471719,"LM_SR"
"NJ2020","7","1","T0_T24","c_V2","VP","3",-2850.31798246737,3255.98183809723,0.160782015647397,"LM_SR"
"NJ2020","1","1","T0_T12","c_V2","VP","1",-4109.52877590416,37784.2499021369,0.00392764361858272,"LM_SR"
"NJ2020","1","1","T0_T12","c_V2","VP","2",8692.62418461846,41539.7696692574,0.014386626617245,"LM_SR"
"NJ2020","1","1","T0_T12","c_V2","VP","3",1616.64783802465,42129.596580936,0.000490593603605444,"LM_SR"
"NJ2020","2","1","T0_T12","c_V2","VP","1",18235.4434388813,91095.0534605692,0.0131813281174696,"LM_SR"
"NJ2020","2","1","T0_T12","c_V2","VP","2",-125720.949137446,68504.0951529521,0.528900296138137,"LM_SR"
"NJ2020","2","1","T0_T12","c_V2","VP","3",-102908.157986775,85316.5867858528,0.326583967671676,"LM_SR"
"NJ2020","3","1","T0_T12","c_V2","VP","1",-6293.23387258004,11383.430349684,0.0924584670114303,"LM_SR"
"NJ2020","3","1","T0_T12","c_V2","VP","2",-24687.5103055645,8698.14569124571,0.728645827522625,"LM_SR"
"NJ2020","3","1","T0_T12","c_V2","VP","3",-256856.456127559,132330.10158723,0.556710760232614,"LM_SR"
"NJ2020","4","1","T0_T12","c_V2","VP","1",328228.980511211,103391.330980718,0.770611702032031,"LM_SR"
"NJ2020","4","1","T0_T12","c_V2","VP","2",308676.91244417,122513.077197749,0.679078990025538,"LM_SR"
"NJ2020","4","1","T0_T12","c_V2","VP","3",339047.355121985,124038.589986681,0.713507754228323,"LM_SR"
"NJ2020","5","1","T0_T12","c_V2","VP","1",19503.5413627944,24647.445297237,0.172677814844416,"LM_SR"
"NJ2020","5","1","T0_T12","c_V2","VP","2",-81279.4617331527,25462.0539699381,0.772555202586977,"LM_SR"
"NJ2020","5","1","T0_T12","c_V2","VP","3",2671.33700007836,47036.3818991741,0.00107399339018443,"LM_SR"
"NJ2020","6","1","T0_T12","c_V2","VP","1",-154992.48043664,139556.356490501,0.291358332281814,"LM_SR"
"NJ2020","6","1","T0_T12","c_V2","VP","2",-55624.1589562227,13071.9641720399,0.857866697714422,"LM_SR"
"NJ2020","6","1","T0_T12","c_V2","VP","3",-70656.8961299667,51123.3993385845,0.389021901147567,"LM_SR"
"NJ2020","7","1","T0_T12","c_V2","VP","1",-8437.50496264829,12934.0087294499,0.124231028931434,"LM_SR"
"NJ2020","7","1","T0_T12","c_V2","VP","2",-9377.63759791922,7160.33501598683,0.363762653437559,"LM_SR"
"NJ2020","7","1","T0_T12","c_V2","VP","3",-8643.31682277125,6451.81032980377,0.374312271044499,"LM_SR"
"NJ2020","1","1","T0_T3","c_V3","VP","1",19727.3884989223,NA,1,"LM_SR"
"NJ2020","1","1","T0_T3","c_V3","VP","2",18435.7972298514,NA,1,"LM_SR"
"NJ2020","1","1","T0_T3","c_V3","VP","3",-3326.80400469603,NA,1,"LM_SR"
"NJ2020","2","1","T0_T3","c_V3","VP","1",-38653.3668384286,NA,1,"LM_SR"
"NJ2020","2","1","T0_T3","c_V3","VP","2",-15854.2390121434,NA,1,"LM_SR"
"NJ2020","2","1","T0_T3","c_V3","VP","3",-37395.8046614964,NA,1,"LM_SR"
"NJ2020","3","1","T0_T3","c_V3","VP","1",82266.7757543995,NA,1,"LM_SR"
"NJ2020","3","1","T0_T3","c_V3","VP","2",50647.6884161493,NA,1,"LM_SR"
"NJ2020","3","1","T0_T3","c_V3","VP","3",-183006.919036622,NA,1,"LM_SR"
"NJ2020","4","1","T0_T3","c_V3","VP","1",-36554.7879687615,NA,1,"LM_SR"
"NJ2020","4","1","T0_T3","c_V3","VP","2",-23838.3950846847,NA,1,"LM_SR"
"NJ2020","4","1","T0_T3","c_V3","VP","3",-21195.4511586872,NA,1,"LM_SR"
"NJ2020","5","1","T0_T3","c_V3","VP","1",24430.3576266113,NA,1,"LM_SR"
"NJ2020","5","1","T0_T3","c_V3","VP","2",-235.533188191871,NA,1,"LM_SR"
"NJ2020","5","1","T0_T3","c_V3","VP","3",-10141.519429211,NA,1,"LM_SR"
"NJ2020","6","1","T0_T3","c_V3","VP","1",-26938.9873145041,NA,1,"LM_SR"
"NJ2020","6","1","T0_T3","c_V3","VP","2",-6498.88457961531,NA,1,"LM_SR"
"NJ2020","6","1","T0_T3","c_V3","VP","3",-20983.5516787533,NA,1,"LM_SR"
"NJ2020","7","1","T0_T3","c_V3","VP","1",9215.14337113937,NA,1,"LM_SR"
"NJ2020","7","1","T0_T3","c_V3","VP","2",-13726.9059693027,NA,1,"LM_SR"
"NJ2020","7","1","T0_T3","c_V3","VP","3",-2491.75441476091,NA,1,"LM_SR"
"NJ2020","1","1","T0_T6","c_V3","VP","1",-53692.8041626815,42389.167997131,0.616039704809289,"LM_SR"
"NJ2020","1","1","T0_T6","c_V3","VP","2",-60440.4245294934,45539.2078654182,0.637878720550938,"LM_SR"
"NJ2020","1","1","T0_T6","c_V3","VP","3",-82368.3969238466,45634.6849490483,0.765139695514028,"LM_SR"
"NJ2020","2","1","T0_T6","c_V3","VP","1",-27585.8158062824,6389.85356767962,0.949077265384228,"LM_SR"
"NJ2020","2","1","T0_T6","c_V3","VP","2",-28766.9851560707,7455.17746217374,0.93706435449389,"LM_SR"
"NJ2020","2","1","T0_T6","c_V3","VP","3",-44979.0467020225,4378.18683342774,0.990614171284641,"LM_SR"
"NJ2020","3","1","T0_T6","c_V3","VP","1",1391.49697891722,46693.3639718106,0.000887296339649972,"LM_SR"
"NJ2020","3","1","T0_T6","c_V3","VP","2",-21136.8529683206,41444.8242919774,0.206412074492798,"LM_SR"
"NJ2020","3","1","T0_T6","c_V3","VP","3",-110736.338497782,41725.4391285898,0.875673496866165,"LM_SR"
"NJ2020","4","1","T0_T6","c_V3","VP","1",119045.330322978,89835.7701816737,0.637156163293549,"LM_SR"
"NJ2020","4","1","T0_T6","c_V3","VP","2",123051.477994324,84806.9077633955,0.677968525860148,"LM_SR"
"NJ2020","4","1","T0_T6","c_V3","VP","3",124577.571739972,84162.0940111262,0.686620735499915,"LM_SR"
"NJ2020","5","1","T0_T6","c_V3","VP","1",3005.73046940275,12369.5142565017,0.0557544727294425,"LM_SR"
"NJ2020","5","1","T0_T6","c_V3","VP","2",-10952.0119095573,6187.16187454516,0.758063780775249,"LM_SR"
"NJ2020","5","1","T0_T6","c_V3","VP","3",-10392.5407537872,144.927229316365,0.99980556606894,"LM_SR"
"NJ2020","6","1","T0_T6","c_V3","VP","1",25066.6969069599,30025.495784653,0.41071425726428,"LM_SR"
"NJ2020","6","1","T0_T6","c_V3","VP","2",-13628.8689402228,4116.49838991451,0.916397341142513,"LM_SR"
"NJ2020","6","1","T0_T6","c_V3","VP","3",-39419.7248978407,10644.1295708666,0.93204374706572,"LM_SR"
"NJ2020","7","1","T0_T6","c_V3","VP","1",7976.86765552639,714.918817740124,0.992031544246436,"LM_SR"
"NJ2020","7","1","T0_T6","c_V3","VP","2",-3923.85828349461,5659.79222028004,0.324619280171244,"LM_SR"
"NJ2020","7","1","T0_T6","c_V3","VP","3",4258.4977230243,3897.25988884814,0.544205646790419,"LM_SR"
"NJ2020","1","1","T0_T9","c_V3","VP","1",-38706.6633443994,20838.1809404338,0.633045049136988,"LM_SR"
"NJ2020","1","1","T0_T9","c_V3","VP","2",-38862.9503193923,23873.8285233952,0.569882043316275,"LM_SR"
"NJ2020","1","1","T0_T9","c_V3","VP","3",-53494.87744374,26351.4377179401,0.673262664324686,"LM_SR"
"NJ2020","2","1","T0_T9","c_V3","VP","1",-16175.4187786248,7180.88428859582,0.717276742741741,"LM_SR"
"NJ2020","2","1","T0_T9","c_V3","VP","2",-18350.990320902,6876.06357837977,0.780764527602439,"LM_SR"
"NJ2020","2","1","T0_T9","c_V3","VP","3",-25515.9361246693,11406.340127539,0.714455028852022,"LM_SR"
"NJ2020","3","1","T0_T9","c_V3","VP","1",10581.7636267326,21545.4801482843,0.107626767671004,"LM_SR"
"NJ2020","3","1","T0_T9","c_V3","VP","2",-9270.61280143292,19760.3283715461,0.0991414321737475,"LM_SR"
"NJ2020","3","1","T0_T9","c_V3","VP","3",-73453.5322102614,28487.5119245667,0.768743019351919,"LM_SR"
"NJ2020","4","1","T0_T9","c_V3","VP","1",98242.043149929,41932.7084731599,0.732939714918431,"LM_SR"
"NJ2020","4","1","T0_T9","c_V3","VP","2",96121.5885747497,40990.0227973585,0.733298601588293,"LM_SR"
"NJ2020","4","1","T0_T9","c_V3","VP","3",99049.4845275407,40421.2735974844,0.750143827574119,"LM_SR"
"NJ2020","5","1","T0_T9","c_V3","VP","1",-373.783880314232,5865.83460969884,0.00202614572160825,"LM_SR"
"NJ2020","5","1","T0_T9","c_V3","VP","2",-4166.09122752532,4796.43279740005,0.273897816740922,"LM_SR"
"NJ2020","5","1","T0_T9","c_V3","VP","3",-1777.11458798209,4974.54086187916,0.0599833100299844,"LM_SR"
"NJ2020","6","1","T0_T9","c_V3","VP","1",-47448.7921392963,43967.4667221354,0.368014298537508,"LM_SR"
"NJ2020","6","1","T0_T9","c_V3","VP","2",-4263.18326248222,5712.07503483442,0.217843207283643,"LM_SR"
"NJ2020","6","1","T0_T9","c_V3","VP","3",-19703.3821246655,12338.4584253487,0.560450664363636,"LM_SR"
"NJ2020","7","1","T0_T9","c_V3","VP","1",2309.67725957841,3287.53769729974,0.197941612213687,"LM_SR"
"NJ2020","7","1","T0_T9","c_V3","VP","2",-4703.5146754966,2570.85024039616,0.625977747835564,"LM_SR"
"NJ2020","7","1","T0_T9","c_V3","VP","3",-1344.27313605349,3674.42612680611,0.0627239666221814,"LM_SR"
"NJ2020","1","1","T0_T24","c_V3","VP","1",5200.19198142327,9872.1045217357,0.0648682352423934,"LM_SR"
"NJ2020","1","1","T0_T24","c_V3","VP","2",2783.10970167744,10090.6928871107,0.0186628060012945,"LM_SR"
"NJ2020","1","1","T0_T24","c_V3","VP","3",619.726868026613,12324.2448677719,0.000631750463795567,"LM_SR"
"NJ2020","2","1","T0_T24","c_V3","VP","1",-2839.06113758388,3101.29909618083,0.173218061478365,"LM_SR"
"NJ2020","2","1","T0_T24","c_V3","VP","2",4201.71523690053,5529.99757822655,0.126122841203129,"LM_SR"
"NJ2020","2","1","T0_T24","c_V3","VP","3",-2340.68480142515,5675.15598470839,0.040792726769931,"LM_SR"
"NJ2020","3","1","T0_T24","c_V3","VP","1",1427.75780057519,8101.02662783665,0.0077056537348865,"LM_SR"
"NJ2020","3","1","T0_T24","c_V3","VP","2",-1020.80525377707,6836.76820006845,0.00554255859127874,"LM_SR"
"NJ2020","3","1","T0_T24","c_V3","VP","3",-22203.1089658648,13787.6274442658,0.393321185296964,"LM_SR"
"NJ2020","4","1","T0_T24","c_V3","VP","1",30242.0380446533,17352.5424390775,0.431604814009853,"LM_SR"
"NJ2020","4","1","T0_T24","c_V3","VP","2",42842.3176775514,14446.8404161063,0.6873602270256,"LM_SR"
"NJ2020","4","1","T0_T24","c_V3","VP","3",25370.3750156471,18255.2509041872,0.325625956165822,"LM_SR"
"NJ2020","5","1","T0_T24","c_V3","VP","1",-3769.35087732176,1679.63659287657,0.557335769344027,"LM_SR"
"NJ2020","5","1","T0_T24","c_V3","VP","2",443.298365289967,2125.62501898633,0.0107562840407299,"LM_SR"
"NJ2020","5","1","T0_T24","c_V3","VP","3",-892.541066414833,1457.18765051561,0.0857493320639374,"LM_SR"
"NJ2020","6","1","T0_T24","c_V3","VP","1",-3162.48235479906,13828.6422960236,0.0129061172232411,"LM_SR"
"NJ2020","6","1","T0_T24","c_V3","VP","2",4989.6783763883,2898.36838431698,0.425594798186251,"LM_SR"
"NJ2020","6","1","T0_T24","c_V3","VP","3",-5877.309123395,4166.04112378363,0.332249426558963,"LM_SR"
"NJ2020","7","1","T0_T24","c_V3","VP","1",-1443.87795822234,1581.41932540341,0.172462468547005,"LM_SR"
"NJ2020","7","1","T0_T24","c_V3","VP","2",-3542.59974547225,1076.15752103921,0.730396198430106,"LM_SR"
"NJ2020","7","1","T0_T24","c_V3","VP","3",-3014.60539466995,985.575762928752,0.700504642397163,"LM_SR"
"NJ2020","1","1","T0_T12","c_V3","VP","1",-10443.5780488953,20273.3961579143,0.0812669059803528,"LM_SR"
"NJ2020","1","1","T0_T12","c_V3","VP","2",-9662.37815532456,21776.3870822917,0.061584354092324,"LM_SR"
"NJ2020","1","1","T0_T12","c_V3","VP","3",-17399.737798361,25802.1793383291,0.131630343188581,"LM_SR"
"NJ2020","2","1","T0_T12","c_V3","VP","1",-9098.5993926991,5820.83819242604,0.448864446193733,"LM_SR"
"NJ2020","2","1","T0_T12","c_V3","VP","2",2590.66898296877,12725.7395951842,0.0136263021626417,"LM_SR"
"NJ2020","2","1","T0_T12","c_V3","VP","3",-18065.9309411327,7865.68861871668,0.63747539412916,"LM_SR"
"NJ2020","3","1","T0_T12","c_V3","VP","1",-9832.75925986332,17136.3206815958,0.0988940686167332,"LM_SR"
"NJ2020","3","1","T0_T12","c_V3","VP","2",-16239.772642435,12097.3794165068,0.375272453773541,"LM_SR"
"NJ2020","3","1","T0_T12","c_V3","VP","3",-61844.7131902643,17760.471227714,0.801658180569613,"LM_SR"
"NJ2020","4","1","T0_T12","c_V3","VP","1",72755.443597892,28330.8947771445,0.687334979423017,"LM_SR"
"NJ2020","4","1","T0_T12","c_V3","VP","2",69663.445536851,28167.4475351831,0.6709324088971,"LM_SR"
"NJ2020","4","1","T0_T12","c_V3","VP","3",72930.932665024,27785.2365513154,0.696651674423495,"LM_SR"
"NJ2020","5","1","T0_T12","c_V3","VP","1",-981.706789435116,3404.78026367707,0.0269645284174073,"LM_SR"
"NJ2020","5","1","T0_T12","c_V3","VP","2",-5522.10053500409,2877.76121443643,0.551041354279328,"LM_SR"
"NJ2020","5","1","T0_T12","c_V3","VP","3",668.29166114928,3200.31605261086,0.0143270874389419,"LM_SR"
"NJ2020","6","1","T0_T12","c_V3","VP","1",-20561.1563499565,29755.0168784037,0.13731163958429,"LM_SR"
"NJ2020","6","1","T0_T12","c_V3","VP","2",-3735.3826837794,3311.9165979061,0.297764512356525,"LM_SR"
"NJ2020","6","1","T0_T12","c_V3","VP","3",-14439.5176225128,7744.80096174377,0.536753989592675,"LM_SR"
"NJ2020","7","1","T0_T12","c_V3","VP","1",-2846.28607054935,3530.43255011757,0.178078114121838,"LM_SR"
"NJ2020","7","1","T0_T12","c_V3","VP","2",-6226.17237393077,1725.08525636134,0.812807724485231,"LM_SR"
"NJ2020","7","1","T0_T12","c_V3","VP","3",-2735.97437086245,2268.4972770775,0.32654085470001,"LM_SR"
"NJ2020","1","1","T0_T3","c_Viruses","VPC","1",127078.891257996,NA,1,"LM_SR"
"NJ2020","1","1","T0_T3","c_Viruses","VPC","2",-141407.24946695,NA,1,"LM_SR"
"NJ2020","1","1","T0_T3","c_Viruses","VPC","3",-102345.415778252,NA,1,"LM_SR"
"NJ2020","2","1","T0_T3","c_Viruses","VPC","1",-747547.974413642,NA,1,"LM_SR"
"NJ2020","2","1","T0_T3","c_Viruses","VPC","2",14072.4946695095,NA,1,"LM_SR"
"NJ2020","2","1","T0_T3","c_Viruses","VPC","3",-165884.861407243,NA,1,"LM_SR"
"NJ2020","3","1","T0_T3","c_Viruses","VPC","1",236076.759061834,NA,1,"LM_SR"
"NJ2020","3","1","T0_T3","c_Viruses","VPC","2",483070.362473348,NA,1,"LM_SR"
"NJ2020","3","1","T0_T3","c_Viruses","VPC","3",-225330.490405116,NA,1,"LM_SR"
"NJ2020","4","1","T0_T3","c_Viruses","VPC","1",-494669.509594881,NA,1,"LM_SR"
"NJ2020","4","1","T0_T3","c_Viruses","VPC","2",-210660.980810233,NA,1,"LM_SR"
"NJ2020","4","1","T0_T3","c_Viruses","VPC","3",103624.73347548,NA,1,"LM_SR"
"NJ2020","5","1","T0_T3","c_Viruses","VPC","1",1201279.31769723,NA,1,"LM_SR"
"NJ2020","5","1","T0_T3","c_Viruses","VPC","2",141151.385927508,NA,1,"LM_SR"
"NJ2020","5","1","T0_T3","c_Viruses","VPC","3",-798720.682302769,NA,1,"LM_SR"
"NJ2020","6","1","T0_T3","c_Viruses","VPC","1",-254157.78251599,NA,1,"LM_SR"
"NJ2020","6","1","T0_T3","c_Viruses","VPC","2",-236247.334754794,NA,1,"LM_SR"
"NJ2020","6","1","T0_T3","c_Viruses","VPC","3",23027.7185501074,NA,1,"LM_SR"
"NJ2020","7","1","T0_T3","c_Viruses","VPC","1",-131002.132196162,NA,1,"LM_SR"
"NJ2020","7","1","T0_T3","c_Viruses","VPC","2",53390.1918976552,NA,1,"LM_SR"
"NJ2020","7","1","T0_T3","c_Viruses","VPC","3",48955.2238805973,NA,1,"LM_SR"
"NJ2020","1","1","T0_T6","c_Viruses","VPC","1",64690.8315565029,36019.763062875,0.763344410738509,"LM_SR"
"NJ2020","1","1","T0_T6","c_Viruses","VPC","2",246098.081023454,223726.306871051,0.547509587702331,"LM_SR"
"NJ2020","1","1","T0_T6","c_Viruses","VPC","3",-12153.5181236678,52072.3163895977,0.0516599885518026,"LM_SR"
"NJ2020","2","1","T0_T6","c_Viruses","VPC","1",2600426.43923241,1932953.92895853,0.644110994119675,"LM_SR"
"NJ2020","2","1","T0_T6","c_Viruses","VPC","2",-65245.2025586374,45794.0938461696,0.669957929080462,"LM_SR"
"NJ2020","2","1","T0_T6","c_Viruses","VPC","3",298720.682302771,268240.135727974,0.553606355657963,"LM_SR"
"NJ2020","3","1","T0_T6","c_Viruses","VPC","1",236929.637526652,492.409611249146,0.999995680709773,"LM_SR"
"NJ2020","3","1","T0_T6","c_Viruses","VPC","2",137995.735607675,199228.928711405,0.324215997035654,"LM_SR"
"NJ2020","3","1","T0_T6","c_Viruses","VPC","3",-55948.8272921124,97792.5487940815,0.246601278574816,"LM_SR"
"NJ2020","4","1","T0_T6","c_Viruses","VPC","1",715671.641791043,698790.789563949,0.51193276529023,"LM_SR"
"NJ2020","4","1","T0_T6","c_Viruses","VPC","2",506076.759061833,413808.727053504,0.599304733383169,"LM_SR"
"NJ2020","4","1","T0_T6","c_Viruses","VPC","3",1145095.94882729,601293.686536617,0.78386277471324,"LM_SR"
"NJ2020","5","1","T0_T6","c_Viruses","VPC","1",-387739.872068233,917420.656958568,0.151554207056177,"LM_SR"
"NJ2020","5","1","T0_T6","c_Viruses","VPC","2",-447014.925373136,339577.978157693,0.634083795253525,"LM_SR"
"NJ2020","5","1","T0_T6","c_Viruses","VPC","3",-936353.944562904,79462.6010153294,0.992849623013345,"LM_SR"
"NJ2020","6","1","T0_T6","c_Viruses","VPC","1",-750852.878464821,286767.047351221,0.872703744502306,"LM_SR"
"NJ2020","6","1","T0_T6","c_Viruses","VPC","2",-858102.34541578,359028.157802034,0.851022732453417,"LM_SR"
"NJ2020","6","1","T0_T6","c_Viruses","VPC","3",-985820.895522392,582459.018906334,0.741241583234365,"LM_SR"
"NJ2020","7","1","T0_T6","c_Viruses","VPC","1",24648.1876332621,89864.7540529696,0.0699664468885738,"LM_SR"
"NJ2020","7","1","T0_T6","c_Viruses","VPC","2",221407.249466951,97004.6934160824,0.838957102311724,"LM_SR"
"NJ2020","7","1","T0_T6","c_Viruses","VPC","3",30703.6247334748,10537.5656807314,0.89462397260905,"LM_SR"
"NJ2020","1","1","T0_T9","c_Viruses","VPC","1",78754.7974413645,18039.3009387277,0.905031602481666,"LM_SR"
"NJ2020","1","1","T0_T9","c_Viruses","VPC","2",193313.432835821,104591.738545623,0.63072991666591,"LM_SR"
"NJ2020","1","1","T0_T9","c_Viruses","VPC","3",70260.1279317698,52974.6000037057,0.467953153275407,"LM_SR"
"NJ2020","2","1","T0_T9","c_Viruses","VPC","1",188912.579957357,1638819.2526289,0.00660014897814481,"LM_SR"
"NJ2020","2","1","T0_T9","c_Viruses","VPC","2",1242985.07462687,755584.700207632,0.575031851913758,"LM_SR"
"NJ2020","2","1","T0_T9","c_Viruses","VPC","3",-322174.840085286,378013.629371023,0.266428545305586,"LM_SR"
"NJ2020","3","1","T0_T9","c_Viruses","VPC","1",-30413.6460554369,154350.873830578,0.0190431461343841,"LM_SR"
"NJ2020","3","1","T0_T9","c_Viruses","VPC","2",-313722.814498934,275599.315511798,0.393165940539558,"LM_SR"
"NJ2020","3","1","T0_T9","c_Viruses","VPC","3",-557339.019189766,292762.790264833,0.644391224074531,"LM_SR"
"NJ2020","4","1","T0_T9","c_Viruses","VPC","1",1045458.42217484,365943.739329582,0.803184089276802,"LM_SR"
"NJ2020","4","1","T0_T9","c_Viruses","VPC","2",344307.036247335,207293.705299883,0.579725616568138,"LM_SR"
"NJ2020","4","1","T0_T9","c_Viruses","VPC","3",769211.087420042,345553.607764132,0.712444902270871,"LM_SR"
"NJ2020","5","1","T0_T9","c_Viruses","VPC","1",-418166.31130064,410658.887355811,0.34143305525704,"LM_SR"
"NJ2020","5","1","T0_T9","c_Viruses","VPC","2",-251343.28358209,189275.208229536,0.468563518425614,"LM_SR"
"NJ2020","5","1","T0_T9","c_Viruses","VPC","3",-607547.974413646,193133.761058552,0.831871453515762,"LM_SR"
"NJ2020","6","1","T0_T9","c_Viruses","VPC","1",-1869168.4434968,658273.22257067,0.801247653841289,"LM_SR"
"NJ2020","6","1","T0_T9","c_Viruses","VPC","2",-333432.835820896,342840.499919602,0.321083937857251,"LM_SR"
"NJ2020","6","1","T0_T9","c_Viruses","VPC","3",-717014.925373135,303211.562450533,0.736563783088455,"LM_SR"
"NJ2020","7","1","T0_T9","c_Viruses","VPC","1",30823.0277185499,40346.5531889211,0.225895392465907,"LM_SR"
"NJ2020","7","1","T0_T9","c_Viruses","VPC","2",65347.5479744138,100000.961256694,0.175944838678141,"LM_SR"
