"Location","Expt_No","Depth","Time_Range","Population","Sample_Type","Replicate","VP","VP_SE","VP_R_Squared","VP_Type","VP_Slope"
"NJ2020","2","1","T0_T20.5","c_V2","VP","1",NA,23168.4197523036,0.160176780682911,"LM_SR",-17525.1959175014
"NJ2020","2","1","T0_T24","c_V2","VP","1",NA,18130.2731088212,0.0225022137943061,"LM_SR",-5501.60079315697
"NJ2020","2","1","T0_T3","c_V2","VP","2",NA,NA,1,"LM_SR",-139868.190692316
"NJ2020","2","1","T0_T6","c_V2","VP","2",NA,43855.6600892508,0.960348212939924,"LM_SR",-215828.42216637
"NJ2020","2","1","T0_T17.5","c_V2","VP","2",NA,37528.6836500809,0.595045747686166,"LM_SR",-64335.4770175146
"NJ2020","2","1","T0_T20.5","c_V2","VP","2",NA,25462.2655840568,0.505693435333479,"LM_SR",-44607.01271253
"NJ2020","2","1","T0_T24","c_V2","VP","2",NA,20228.8033266389,0.361378193627989,"LM_SR",-30434.0175765175
"NJ2020","2","1","T0_T3","c_V2","VP","3",NA,NA,1,"LM_SR",-119770.152247283
"NJ2020","2","1","T0_T6","c_V2","VP","3",NA,63466.1040371877,0.929071098404643,"LM_SR",-229696.668998145
"NJ2020","2","1","T0_T17.5","c_V2","VP","3",NA,40106.0663394799,0.623298401761012,"LM_SR",-72958.2386782404
"NJ2020","2","1","T0_T20.5","c_V2","VP","3",NA,28772.6969661242,0.470615309219224,"LM_SR",-46988.1704591201
"NJ2020","2","1","T0_T24","c_V2","VP","3",NA,23233.3849153929,0.292124241410565,"LM_SR",-29850.2355169158
"NJ2020","3","1","T0_T3","c_V2","VP","1",NA,NA,1,"LM_SR",72952.2897462135
"NJ2020","3","1","T0_T6","c_V2","VP","1",NA,38089.8183441662,0.0324790071659841,"LM_SR",6978.78912304823
"NJ2020","3","1","T0_T9","c_V2","VP","1",NA,17429.4980125382,0.227359064046575,"LM_SR",13371.1005995234
"NJ2020","3","1","T0_T12","c_V2","VP","1",NA,11041.2866689928,0.0764116347759159,"LM_SR",5500.73637977096
"NJ2020","3","1","T0_T24","c_V2","VP","1",NA,5063.92712934622,0.55375011612948,"LM_SR",11281.9793443479
"NJ2020","3","1","T0_T3","c_V2","VP","2",NA,NA,1,"LM_SR",9486.21173096674
"NJ2020","3","1","T0_T6","c_V2","VP","2",NA,18300.6035345123,0.595642186815409,"LM_SR",-22211.3633999834
"NJ2020","3","1","T0_T9","c_V2","VP","2",NA,11054.2337267274,0.263102752353564,"LM_SR",-9341.20427047329
"NJ2020","3","1","T0_T12","c_V2","VP","2",NA,6423.41679352026,0.345438146708232,"LM_SR",-8082.32912784934
"NJ2020","3","1","T0_T24","c_V2","VP","2",NA,4720.57410844632,0.227958165694489,"LM_SR",5130.17258558964
"NJ2020","3","1","T0_T3","c_V2","VP","3",NA,NA,1,"LM_SR",-706132.55450072
"NJ2020","3","1","T0_T6","c_V2","VP","3",NA,194309.03360611,0.783440825929364,"LM_SR",-369579.43592533
"NJ2020","3","1","T0_T9","c_V2","VP","3",NA,120185.251609898,0.638268512110606,"LM_SR",-225774.415884166
"NJ2020","3","1","T0_T12","c_V2","VP","3",NA,79075.0766409574,0.577396863459797,"LM_SR",-160092.542183842
"NJ2020","3","1","T0_T24","c_V2","VP","3",NA,45323.9362348537,0.28494654765868,"LM_SR",-57222.9260580729
"NJ2020","4","1","T0_T3","c_V2","VP","1",NA,NA,1,"LM_SR",-35850.7465616065
"NJ2020","4","1","T0_T6","c_V2","VP","1",NA,224831.518905665,0.712068996220408,"LM_SR",353568.867325887
"NJ2020","4","1","T0_T9","c_V2","VP","1",NA,111441.927525592,0.746332517453035,"LM_SR",270331.96147397
"NJ2020","4","1","T0_T12","c_V2","VP","1",NA,71439.7509060743,0.753877043073083,"LM_SR",216558.261415795
"NJ2020","4","1","T0_T24","c_V2","VP","1",NA,45894.2002945057,0.538338643755466,"LM_SR",99118.2940850681
"NJ2020","4","1","T0_T3","c_V2","VP","2",NA,NA,1,"LM_SR",-35319.1997115766
"NJ2020","4","1","T0_T6","c_V2","VP","2",NA,243947.083241022,0.715862400030581,"LM_SR",387209.542820107
"NJ2020","4","1","T0_T9","c_V2","VP","2",NA,123723.502304852,0.72783578980127,"LM_SR",286133.297269261
"NJ2020","4","1","T0_T12","c_V2","VP","2",NA,83899.663530055,0.676012023255847,"LM_SR",209910.232526424
"NJ2020","4","1","T0_T24","c_V2","VP","2",NA,43144.3930265166,0.691845227148769,"LM_SR",129292.813009973
"NJ2020","4","1","T0_T3","c_V2","VP","3",NA,NA,1,"LM_SR",-24699.8175906599
"NJ2020","4","1","T0_T6","c_V2","VP","3",NA,244087.819195226,0.726753509848766,"LM_SR",398072.686764157
"NJ2020","4","1","T0_T9","c_V2","VP","3",NA,119244.772637376,0.777174567945965,"LM_SR",314942.49179067
"NJ2020","4","1","T0_T12","c_V2","VP","3",NA,84727.8117030747,0.709602874727276,"LM_SR",229402.498649242
"NJ2020","4","1","T0_T24","c_V2","VP","3",NA,51791.4099272532,0.496059018496527,"LM_SR",102769.576247317
"NJ2020","5","1","T0_T3","c_V2","VP","1",NA,NA,1,"LM_SR",53982.9427613235
"NJ2020","5","1","T0_T6","c_V2","VP","1",NA,37242.4167564591,0.0739317797549752,"LM_SR",-10522.8152575184
"NJ2020","5","1","T0_T9","c_V2","VP","1",NA,16657.9441192997,0.152942514641896,"LM_SR",-10010.2303103451
"NJ2020","5","1","T0_T12","c_V2","VP","1",NA,13797.6284730922,0.0816438391417852,"LM_SR",7125.5962574847
"NJ2020","5","1","T0_T24","c_V2","VP","1",NA,8229.32634002517,0.365007604627765,"LM_SR",-12478.4595293736
"NJ2020","5","1","T0_T3","c_V2","VP","2",NA,NA,1,"LM_SR",-51307.3292536998
"NJ2020","5","1","T0_T6","c_V2","VP","2",NA,35083.8516457039,0.910751294235849,"LM_SR",-112074.342829269
"NJ2020","5","1","T0_T9","c_V2","VP","2",NA,32528.2518418448,0.650226038124676,"LM_SR",-62721.1715443267
"NJ2020","5","1","T0_T12","c_V2","VP","2",NA,20144.9502406863,0.673355802317236,"LM_SR",-50096.9926517137
"NJ2020","5","1","T0_T24","c_V2","VP","2",NA,13859.1983618891,0.175532161630566,"LM_SR",-12789.6776134953
"NJ2020","5","1","T0_T3","c_V2","VP","3",NA,NA,1,"LM_SR",-36125.3835021866
"NJ2020","5","1","T0_T6","c_V2","VP","3",NA,50805.2208207054,0.856502724258562,"LM_SR",-124122.607253406
"NJ2020","5","1","T0_T9","c_V2","VP","3",NA,56687.64371763,0.153727623436451,"LM_SR",-34168.3712598374
"NJ2020","5","1","T0_T12","c_V2","VP","3",NA,36841.2505962224,0.00579292352727724,"LM_SR",-4870.85794856757
"NJ2020","5","1","T0_T24","c_V2","VP","3",NA,15955.2400351451,0.0146458754841126,"LM_SR",-3890.40520190565
"NJ2020","6","1","T0_T3","c_V2","VP","1",NA,NA,1,"LM_SR",-13117.8965464895
"NJ2020","6","1","T0_T6","c_V2","VP","1",NA,20390.3355817729,0.542395577648999,"LM_SR",22199.2006645198
"NJ2020","6","1","T0_T9","c_V2","VP","1",NA,128688.491597833,0.547370706150241,"LM_SR",-200135.51128594
"NJ2020","6","1","T0_T12","c_V2","VP","1",NA,93542.8706360298,0.282630608151984,"LM_SR",-101697.31711944
"NJ2020","6","1","T0_T24","c_V2","VP","1",NA,46111.6477071515,0.0703034732634164,"LM_SR",-25360.5357106317
"NJ2020","6","1","T0_T3","c_V2","VP","2",NA,NA,1,"LM_SR",-44965.0571249162
"NJ2020","6","1","T0_T6","c_V2","VP","2",NA,12322.1994902207,0.966618695416375,"LM_SR",-66307.7327029785
"NJ2020","6","1","T0_T9","c_V2","VP","2",NA,16018.0634502166,0.759509772411826,"LM_SR",-40257.1451871581
"NJ2020","6","1","T0_T12","c_V2","VP","2",NA,9248.91546571414,0.864585795344916,"LM_SR",-40478.4033635376
"NJ2020","6","1","T0_T24","c_V2","VP","2",NA,14882.9526093322,0.0867839432263569,"LM_SR",9175.97062861616
"NJ2020","6","1","T0_T3","c_V2","VP","3",NA,NA,1,"LM_SR",-64502.164518223
"NJ2020","6","1","T0_T6","c_V2","VP","3",NA,48908.072562033,0.902987640397575,"LM_SR",-149213.43109593
"NJ2020","6","1","T0_T9","c_V2","VP","3",NA,45266.6716844489,0.613001468490537,"LM_SR",-80569.3129274867
"NJ2020","6","1","T0_T12","c_V2","VP","3",NA,32373.1897842386,0.417579561522252,"LM_SR",-47478.5485810513
"NJ2020","6","1","T0_T24","c_V2","VP","3",NA,15516.548474121,0.382664087490862,"LM_SR",-24432.7977626752
"NJ2020","7","1","T0_T3","c_V2","VP","1",NA,NA,1,"LM_SR",26480.2628485303
"NJ2020","7","1","T0_T6","c_V2","VP","1",NA,3035.56995780017,0.979951045563496,"LM_SR",21222.5014516906
"NJ2020","7","1","T0_T9","c_V2","VP","1",NA,12483.6072298039,0.000236460958607981,"LM_SR",-271.51021255711
"NJ2020","7","1","T0_T12","c_V2","VP","1",NA,7740.27321732454,0.129014106804811,"LM_SR",-5159.76541952844
"NJ2020","7","1","T0_T24","c_V2","VP","1",NA,3362.13221675671,0.284505977180439,"LM_SR",-4240.21107743147
"NJ2020","7","1","T0_T3","c_V2","VP","2",NA,NA,1,"LM_SR",-665.313544920973
"NJ2020","7","1","T0_T6","c_V2","VP","2",NA,1457.00977978113,0.827298008403895,"LM_SR",-3188.92851062668
"NJ2020","7","1","T0_T9","c_V2","VP","2",NA,2603.01720439194,0.808090514316516,"LM_SR",-7553.94502835653
"NJ2020","7","1","T0_T12","c_V2","VP","2",NA,1503.75018221141,0.895975281723848,"LM_SR",-7643.91871974553
"NJ2020","7","1","T0_T24","c_V2","VP","2",NA,916.390414550289,0.897053920221504,"LM_SR",-5410.21969594469
"NJ2020","7","1","T0_T3","c_V2","VP","3",NA,NA,1,"LM_SR",-17405.6008196827
"NJ2020","7","1","T0_T6","c_V2","VP","3",NA,9205.55375497224,0.0245732738623119,"LM_SR",-1461.11400426437
"NJ2020","7","1","T0_T9","c_V2","VP","3",NA,6011.96536324458,0.531159856078589,"LM_SR",-9049.648159498
"NJ2020","7","1","T0_T12","c_V2","VP","3",NA,4119.14526277046,0.34762027128564,"LM_SR",-5207.9889400252
"NJ2020","7","1","T0_T24","c_V2","VP","3",NA,1875.81784432832,0.420546487146256,"LM_SR",-3196.08531269941
"NJ2020","1","1","T0_T3","c_V3","VP","1",NA,NA,1,"LM_SR",24257.569538752
"NJ2020","1","1","T0_T6","c_V3","VP","1",NA,16803.5665035416,0.0768144787050266,"LM_SR",-4847.0613937447
"NJ2020","1","1","T0_T17","c_V3","VP","1",NA,4054.10116832267,0.0162511969747925,"LM_SR",-736.902701426107
"NJ2020","1","1","T0_T20","c_V3","VP","1",NA,2636.48850159481,0.0454941425638597,"LM_SR",996.953614257446
"NJ2020","1","1","T0_T24","c_V3","VP","1",NA,2202.52398364707,0.304605086021313,"LM_SR",2915.43566411501
"NJ2020","1","1","T0_T3","c_V3","VP","2",NA,NA,1,"LM_SR",25545.6864593573
"NJ2020","1","1","T0_T6","c_V3","VP","2",NA,17007.691352889,0.0502600012131818,"LM_SR",-3912.49908329636
"NJ2020","1","1","T0_T17","c_V3","VP","2",NA,4294.73161279922,0.16371876742371,"LM_SR",2687.34908493096
"NJ2020","1","1","T0_T20","c_V3","VP","2",NA,2629.06147248967,0.397169222564022,"LM_SR",3696.16587511872
"NJ2020","1","1","T0_T24","c_V3","VP","2",NA,2109.37753971606,0.187811690803592,"LM_SR",2028.69732890085
"NJ2020","1","1","T0_T3","c_V3","VP","3",NA,NA,1,"LM_SR",-2743.35250003631
"NJ2020","1","1","T0_T6","c_V3","VP","3",NA,16042.2328320242,0.783626281593629,"LM_SR",-30529.3148319519
"NJ2020","1","1","T0_T17","c_V3","VP","3",NA,7196.33414584616,0.238674993940938,"LM_SR",-5698.29240753665
"NJ2020","1","1","T0_T20","c_V3","VP","3",NA,4931.86923859179,0.0386131715758446,"LM_SR",-1711.9490458706
"NJ2020","1","1","T0_T24","c_V3","VP","3",NA,3418.96246964064,0.0222904571624133,"LM_SR",-1032.47344371383
"NJ2020","2","1","T0_T3","c_V3","VP","1",NA,NA,1,"LM_SR",-24663.857768929
"NJ2020","2","1","T0_T6","c_V3","VP","1",NA,3502.02214746171,0.965757528471541,"LM_SR",-18598.1774802938
"NJ2020","2","1","T0_T17.5","c_V3","VP","1",NA,3380.10822989822,0.506656412922666,"LM_SR",-4844.26209976914
"NJ2020","2","1","T0_T20.5","c_V3","VP","1",NA,2511.099451201,0.235417771226052,"LM_SR",-2413.4153055883
"NJ2020","2","1","T0_T24","c_V3","VP","1",NA,1799.63438846346,0.203007390408002,"LM_SR",-1816.53201394074
"NJ2020","2","1","T0_T3","c_V3","VP","2",NA,NA,1,"LM_SR",-17082.926640214
"NJ2020","2","1","T0_T6","c_V3","VP","2",NA,1563.83795331257,0.988302283145454,"LM_SR",-14374.2798502722
"NJ2020","2","1","T0_T17.5","c_V3","VP","2",NA,2561.11735953239,0.518274004488132,"LM_SR",-3756.85254304414
"NJ2020","2","1","T0_T20.5","c_V3","VP","2",NA,4845.47922066554,0.162798207993295,"LM_SR",3700.89785107274
"NJ2020","2","1","T0_T24","c_V3","VP","2",NA,3648.13648363223,0.379486908696391,"LM_SR",5705.89792842742
"NJ2020","2","1","T0_T3","c_V3","VP","3",NA,NA,1,"LM_SR",-25520.9247782926
"NJ2020","2","1","T0_T6","c_V3","VP","3",NA,3990.60234087306,0.985086451059617,"LM_SR",-32432.8507854883
"NJ2020","2","1","T0_T17.5","c_V3","VP","3",NA,6213.80230737401,0.367570978067326,"LM_SR",-6699.41900837154
"NJ2020","2","1","T0_T20.5","c_V3","VP","3",NA,3706.20054136633,0.5042263754576,"LM_SR",-6473.8198963793
"NJ2020","2","1","T0_T24","c_V3","VP","3",NA,3465.83725628523,0.1656623298578,"LM_SR",-3088.72410816499
"NJ2020","3","1","T0_T3","c_V3","VP","1",NA,NA,1,"LM_SR",67281.593388601
"NJ2020","3","1","T0_T6","c_V3","VP","1",NA,37140.2195928929,0.00628139488810016,"LM_SR",2952.84604944549
"NJ2020","3","1","T0_T9","c_V3","VP","1",NA,16931.8912463183,0.11537250946283,"LM_SR",8647.5169518302
"NJ2020","3","1","T0_T12","c_V3","VP","1",NA,11287.8797464471,0.00331734231835088,"LM_SR",-1127.94960141451
"NJ2020","3","1","T0_T24","c_V3","VP","1",NA,6405.01811667011,0.51540436291312,"LM_SR",13210.9683935181
"NJ2020","3","1","T0_T3","c_V3","VP","2",NA,NA,1,"LM_SR",47843.0720712053
"NJ2020","3","1","T0_T6","c_V3","VP","2",NA,34877.4123905557,0.114900949148247,"LM_SR",-12566.3782257695
"NJ2020","3","1","T0_T9","c_V3","VP","2",NA,16176.9894574169,0.0479642178505445,"LM_SR",-5135.05084234754
"NJ2020","3","1","T0_T12","c_V3","VP","2",NA,9367.49334958147,0.133987856405795,"LM_SR",-6381.96986858069
"NJ2020","3","1","T0_T24","c_V3","VP","2",NA,7046.26279746053,0.481374943262519,"LM_SR",13577.0002127636
"NJ2020","3","1","T0_T3","c_V3","VP","3",NA,NA,1,"LM_SR",-88016.5337680709
"NJ2020","3","1","T0_T6","c_V3","VP","3",NA,18444.9713223047,0.902347042932725,"LM_SR",-56068.9062936886
"NJ2020","3","1","T0_T9","c_V3","VP","3",NA,12999.938446122,0.815609386937946,"LM_SR",-38665.8887806105
"NJ2020","3","1","T0_T12","c_V3","VP","3",NA,8675.97692899186,0.810995118118316,"LM_SR",-31128.029176304
"NJ2020","3","1","T0_T24","c_V3","VP","3",NA,9927.09168429698,0.00125150134375986,"LM_SR",702.81272959537
"NJ2020","4","1","T0_T3","c_V3","VP","1",NA,NA,1,"LM_SR",-38652.6649283463
"NJ2020","4","1","T0_T6","c_V3","VP","1",NA,76888.3475590385,0.601795879035281,"LM_SR",94521.8595539227
"NJ2020","4","1","T0_T9","c_V3","VP","1",NA,34856.138105929,0.746697890512936,"LM_SR",84634.4788713008
"NJ2020","4","1","T0_T12","c_V3","VP","1",NA,23289.1326300526,0.717789004448481,"LM_SR",64331.7516574275
"NJ2020","4","1","T0_T24","c_V3","VP","1",NA,14713.4204157637,0.461058983251753,"LM_SR",27217.6901444817
"NJ2020","4","1","T0_T3","c_V3","VP","2",NA,NA,1,"LM_SR",-23933.2698258253
"NJ2020","4","1","T0_T6","c_V3","VP","2",NA,74112.0359645875,0.665060203981906,"LM_SR",104432.541917212
"NJ2020","4","1","T0_T9","c_V3","VP","2",NA,35080.6836007582,0.743757130604765,"LM_SR",84522.5755485882
"NJ2020","4","1","T0_T12","c_V3","VP","2",NA,24801.9656486105,0.659069962243216,"LM_SR",59728.2588972251
"NJ2020","4","1","T0_T24","c_V3","VP","2",NA,12770.5608831105,0.662581431818406,"LM_SR",35791.1051785313
"NJ2020","4","1","T0_T3","c_V3","VP","3",NA,NA,1,"LM_SR",-25388.3234525137
"NJ2020","4","1","T0_T6","c_V3","VP","3",NA,75714.4140655833,0.661116383057808,"LM_SR",105752.888574384
"NJ2020","4","1","T0_T9","c_V3","VP","3",NA,35773.5198756569,0.741847239483485,"LM_SR",85762.1238440067
"NJ2020","4","1","T0_T12","c_V3","VP","3",NA,24596.7839537112,0.683635726325469,"LM_SR",62626.4237616098
"NJ2020","4","1","T0_T24","c_V3","VP","3",NA,15682.4428175126,0.344767271927124,"LM_SR",22751.442310239
"NJ2020","5","1","T0_T3","c_V3","VP","1",NA,NA,1,"LM_SR",21882.7644464973
"NJ2020","5","1","T0_T6","c_V3","VP","1",NA,11457.5106950119,0.0306624217322237,"LM_SR",2037.77379447278
"NJ2020","5","1","T0_T9","c_V3","VP","1",NA,5285.63172371533,0.000782778778784851,"LM_SR",-209.219165117771
"NJ2020","5","1","T0_T12","c_V3","VP","1",NA,3226.39214649762,0.115896729144624,"LM_SR",-2023.30740172553
"NJ2020","5","1","T0_T24","c_V3","VP","1",NA,1415.69170142174,0.497300693872035,"LM_SR",-2816.13890020692
"NJ2020","5","1","T0_T3","c_V3","VP","2",NA,NA,1,"LM_SR",-4890.95470225528
"NJ2020","5","1","T0_T6","c_V3","VP","2",NA,2795.16920598444,0.923799098892842,"LM_SR",-9732.32978277232
"NJ2020","5","1","T0_T9","c_V3","VP","2",NA,4314.93676965208,0.151561306458036,"LM_SR",-2579.13081697833
"NJ2020","5","1","T0_T12","c_V3","VP","2",NA,3012.58711216898,0.52748604061439,"LM_SR",-5513.13218015532
"NJ2020","5","1","T0_T24","c_V3","VP","2",NA,2015.4805521897,0.00223889141778584,"LM_SR",-190.946559459293
"NJ2020","5","1","T0_T3","c_V3","VP","3",NA,NA,1,"LM_SR",-2157.53951447399
"NJ2020","5","1","T0_T6","c_V3","VP","3",NA,4613.77472757249,0.828725938093602,"LM_SR",-10148.8317573069
"NJ2020","5","1","T0_T9","c_V3","VP","3",NA,6338.15457205176,0.000664695513802029,"LM_SR",231.171123019823
"NJ2020","5","1","T0_T12","c_V3","VP","3",NA,3691.03189210714,0.00887198504076703,"LM_SR",-604.858724793818
"NJ2020","5","1","T0_T24","c_V3","VP","3",NA,1599.05289111808,0.0559912285120171,"LM_SR",-778.869698227436
"NJ2020","6","1","T0_T3","c_V3","VP","1",NA,NA,1,"LM_SR",-14471.63435268
"NJ2020","6","1","T0_T6","c_V3","VP","1",NA,18073.1161145352,0.464485708864799,"LM_SR",16831.9210087868
"NJ2020","6","1","T0_T9","c_V3","VP","1",NA,34173.9312996538,0.414689254844054,"LM_SR",-40679.7319475201
"NJ2020","6","1","T0_T12","c_V3","VP","1",NA,23873.5095595332,0.150423345777268,"LM_SR",-17399.3583338105
"NJ2020","6","1","T0_T24","c_V3","VP","1",NA,11203.554531105,0.0116941535652413,"LM_SR",-2437.3872896338
"NJ2020","6","1","T0_T3","c_V3","VP","2",NA,NA,1,"LM_SR",-3618.90938626632
"NJ2020","6","1","T0_T6","c_V3","VP","2",NA,2250.05830455369,0.917752072179672,"LM_SR",-7516.12468974571
"NJ2020","6","1","T0_T9","c_V3","VP","2",NA,4076.45346752415,0.0134840504043214,"LM_SR",-673.993355553496
"NJ2020","6","1","T0_T12","c_V3","VP","2",NA,2363.32753883459,0.0613079938438669,"LM_SR",-1046.12007396029
"NJ2020","6","1","T0_T24","c_V3","VP","2",NA,1886.50830277242,0.581102743635981,"LM_SR",4443.87077681257
"NJ2020","6","1","T0_T3","c_V3","VP","3",NA,NA,1,"LM_SR",-11712.6034156556
"NJ2020","6","1","T0_T6","c_V3","VP","3",NA,9964.59261637815,0.894217945645149,"LM_SR",-28971.7841039484
"NJ2020","6","1","T0_T9","c_V3","VP","3",NA,10727.549833118,0.387625104955926,"LM_SR",-12070.1536305336
"NJ2020","6","1","T0_T12","c_V3","VP","3",NA,6439.28025429265,0.39534660739384,"LM_SR",-9018.48766618887
"NJ2020","6","1","T0_T24","c_V3","VP","3",NA,3152.36856591719,0.2792049673753,"LM_SR",-3923.94274346846
"NJ2020","7","1","T0_T3","c_V3","VP","1",NA,NA,1,"LM_SR",9103.77298103102
"NJ2020","7","1","T0_T6","c_V3","VP","1",NA,292.273545916201,0.999075876089884,"LM_SR",9610.00561226616
"NJ2020","7","1","T0_T9","c_V3","VP","1",NA,3881.76569458557,0.217050931331662,"LM_SR",2890.40291362404
"NJ2020","7","1","T0_T12","c_V3","VP","1",NA,2907.73500253039,0.00398187526127502,"LM_SR",-318.438563788005
"NJ2020","7","1","T0_T24","c_V3","VP","1",NA,1267.89946787051,0.0979070200559983,"LM_SR",-835.403094872967
"NJ2020","7","1","T0_T3","c_V3","VP","2",NA,NA,1,"LM_SR",-5425.56519183899
"NJ2020","7","1","T0_T6","c_V3","VP","2",NA,866.350432772547,0.953543357038377,"LM_SR",-3925.00222511767
"NJ2020","7","1","T0_T9","c_V3","VP","2",NA,622.209273126924,0.967066478420264,"LM_SR",-4768.26689014064
"NJ2020","7","1","T0_T12","c_V3","VP","2",NA,552.752828765734,0.946842581096121,"LM_SR",-4040.6250211141
"NJ2020","7","1","T0_T24","c_V3","VP","2",NA,420.141441534761,0.919737930713038,"LM_SR",-2844.47675735467
"NJ2020","7","1","T0_T3","c_V3","VP","3",NA,NA,1,"LM_SR",-1448.95640901896
"NJ2020","7","1","T0_T6","c_V3","VP","3",NA,877.355373112954,0.00644587734378149,"LM_SR",70.6676735061509
"NJ2020","7","1","T0_T9","c_V3","VP","3",NA,2060.03959423505,0.581212243646894,"LM_SR",-3432.10807138677
"NJ2020","7","1","T0_T12","c_V3","VP","3",NA,1334.48574115092,0.515432591459689,"LM_SR",-2383.87458108547
"NJ2020","7","1","T0_T24","c_V3","VP","3",NA,578.942949552756,0.792180924840717,"LM_SR",-2260.66000792903
"NJ2020","1","1","T0_T3","c_Viruses","VPC","1",NA,NA,1,"LM_SR",134925.373134327
"NJ2020","1","1","T0_T6","c_Viruses","VPC","1",NA,65613.5806989475,0.0951689771274368,"LM_SR",21279.3176972276
"NJ2020","1","1","T0_T17","c_Viruses","VPC","1",NA,15351.7787292993,0.570227023165386,"LM_SR",25007.9472766042
"NJ2020","1","1","T0_T20","c_Viruses","VPC","1",NA,10730.3988357505,0.77179242988911,"LM_SR",34179.1868017882
"NJ2020","1","1","T0_T24","c_Viruses","VPC","1",NA,7389.12442376918,0.847628474472685,"LM_SR",34855.7021840602
"NJ2020","1","1","T0_T3","c_Viruses","VPC","2",NA,NA,1,"LM_SR",-139872.068230276
"NJ2020","1","1","T0_T6","c_Viruses","VPC","2",NA,198761.139580718,0.513965118960675,"LM_SR",204392.324093816
"NJ2020","1","1","T0_T17","c_Viruses","VPC","2",NA,57012.609347505,0.434139745145602,"LM_SR",70622.988951347
"NJ2020","1","1","T0_T20","c_Viruses","VPC","2",NA,35993.9112150327,0.400981581984427,"LM_SR",51007.2362950827
"NJ2020","1","1","T0_T24","c_Viruses","VPC","2",NA,27438.5228704317,0.263513622780455,"LM_SR",32825.3904224052
"NJ2020","1","1","T0_T3","c_Viruses","VPC","3",NA,NA,1,"LM_SR",-98251.5991471194
"NJ2020","1","1","T0_T6","c_Viruses","VPC","3",NA,23611.0408593963,0.855094319050555,"LM_SR",-57356.0767590624
"NJ2020","1","1","T0_T17","c_Viruses","VPC","3",NA,22387.5599447128,0.478617376155946,"LM_SR",30334.5609614269
"NJ2020","1","1","T0_T20","c_Viruses","VPC","3",NA,19550.8757087536,0.715011614491172,"LM_SR",53637.6583711339
"NJ2020","1","1","T0_T24","c_Viruses","VPC","3",NA,15065.2174380092,0.672765516840681,"LM_SR",43202.3857546245
"NJ2020","2","1","T0_T3","c_Viruses","VPC","1",NA,NA,1,"LM_SR",-741151.385927498
"NJ2020","2","1","T0_T6","c_Viruses","VPC","1",NA,1971361.87863596,0.647761409874536,"LM_SR",2673347.54797442
"NJ2020","2","1","T0_T17.5","c_Viruses","VPC","1",NA,825768.921632737,0.0389600070358032,"LM_SR",-235132.312215414
"NJ2020","2","1","T0_T20.5","c_Viruses","VPC","1",NA,604562.364298688,0.0924473877483992,"LM_SR",334205.160341536
"NJ2020","2","1","T0_T24","c_Viruses","VPC","1",NA,604203.469634853,0.391309506512042,"LM_SR",968891.51016085
"NJ2020","2","1","T0_T3","c_Viruses","VPC","2",NA,NA,1,"LM_SR",14498.9339019015
"NJ2020","2","1","T0_T6","c_Viruses","VPC","2",NA,4554.78890404862,0.678033866415579,"LM_SR",6609.80810233121
"NJ2020","2","1","T0_T17.5","c_Viruses","VPC","2",NA,190483.328550944,0.899051158560048,"LM_SR",803921.238448709
"NJ2020","2","1","T0_T20.5","c_Viruses","VPC","2",NA,129944.034139612,0.90664739658303,"LM_SR",701411.634146959
"NJ2020","2","1","T0_T24","c_Viruses","VPC","2",NA,312659.538496324,0.768915128734331,"LM_SR",1140657.14229678
"NJ2020","2","1","T0_T3","c_Viruses","VPC","3",NA,NA,1,"LM_SR",-166311.300639664
"NJ2020","2","1","T0_T6","c_Viruses","VPC","3",NA,309725.645475715,0.588178105961313,"LM_SR",370149.253731331
"NJ2020","2","1","T0_T17.5","c_Viruses","VPC","3",NA,156923.585872817,0.489968870575342,"LM_SR",-217514.956093145
"NJ2020","2","1","T0_T20.5","c_Viruses","VPC","3",NA,164307.468976015,2.99444668167097e-05,"LM_SR",1557.33745156664
"NJ2020","2","1","T0_T24","c_Viruses","VPC","3",NA,363738.8112247,0.328036653519039,"LM_SR",508285.865584783
"NJ2020","3","1","T0_T3","c_Viruses","VPC","1",NA,NA,1,"LM_SR",245117.270788933
"NJ2020","3","1","T0_T6","c_Viruses","VPC","1",NA,31908.1428089327,0.988842238784134,"LM_SR",300383.795309165
"NJ2020","3","1","T0_T9","c_Viruses","VPC","1",NA,163738.594811279,0.00591316314491583,"LM_SR",17859.2750532997
"NJ2020","3","1","T0_T12","c_Viruses","VPC","1",NA,220786.66585905,0.423445815496808,"LM_SR",-327727.07889126
"NJ2020","3","1","T0_T24","c_Viruses","VPC","1",NA,95830.0959847421,0.71678595488648,"LM_SR",-304908.315565032
"NJ2020","3","1","T0_T3","c_Viruses","VPC","2",NA,NA,1,"LM_SR",487846.481876335
"NJ2020","3","1","T0_T6","c_Viruses","VPC","2",NA,167665.472630341,0.581015080388946,"LM_SR",197441.364605533
"NJ2020","3","1","T0_T9","c_Viruses","VPC","2",NA,272008.535603824,0.306005346720674,"LM_SR",-255437.100213227
"NJ2020","3","1","T0_T12","c_Viruses","VPC","2",NA,171072.254063246,0.613034743999247,"LM_SR",-372946.695095953
"NJ2020","3","1","T0_T24","c_Viruses","VPC","2",NA,76401.3618063029,0.80264379602337,"LM_SR",-308153.518123669
"NJ2020","3","1","T0_T3","c_Viruses","VPC","3",NA,NA,1,"LM_SR",-216289.978678033
